id,author,title,image_url,small_image_url,price,books_count,isbn,isbn13,original_publication_year,original_title,language_code,average_rating
2669,Robin Hobb,"Ship of Magic (Liveship Traders, #1)",https://images.gr-assets.com/books/1360507722m/45100.jpg,https://images.gr-assets.com/books/1360507722s/45100.jpg,2873,56,000649885X,9780006498860,1998,Ship of Magic,eng,4.12
2670,"Alistair MacLean, Clint Willis",Where Eagles Dare,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3492,61,1560254556,9781560254550,1967,Where Eagles Dare,,4.12
2671,Maeve Binchy,Circle of Friends,https://images.gr-assets.com/books/1342486126m/41977.jpg,https://images.gr-assets.com/books/1342486126s/41977.jpg,959,82,99498596,9780099498600,1990,Circle of Friends,eng,4
2672,Rupi Kaur,Milk and Honey,https://images.gr-assets.com/books/1491595510m/23513349.jpg,https://images.gr-assets.com/books/1491595510s/23513349.jpg,2796,27,1502784270,9781502784280,2014,milk and honey,eng,4.27
2673,Tom Clancy,"Rainbow Six (Jack Ryan Universe, #10)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,547,59,425170349,9780425170340,1998,Rainbow Six,en-US,4.07
2674,Neil Gaiman,Fragile Things: Short Fictions and Wonders,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2043,71,60515228,9780060515220,2006,Fragile Things: Short Fictions and Wonders,eng,4.02
2675,Rosamund Lupton,Sister,https://images.gr-assets.com/books/1320189763m/8196732.jpg,https://images.gr-assets.com/books/1320189763s/8196732.jpg,1450,70,749942010,9780749942010,2010,Sister,eng,3.77
2676,"Liu Cixin, Ken Liu","The Three-Body Problem (Remembrance of Earth’s Past, #1)",https://images.gr-assets.com/books/1415428227m/20518872.jpg,https://images.gr-assets.com/books/1415428227s/20518872.jpg,2668,42,765377063,9780765377070,2007,三体,eng,4
2677,Terry Pratchett,"Thief of Time (Discworld, #26; Death, #5)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,784,62,61031321,9780061031330,2001,Thief of Time,eng,4.25
2678,"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson",Superman: Red Son,https://images.gr-assets.com/books/1298557533m/154798.jpg,https://images.gr-assets.com/books/1298557533s/154798.jpg,1815,37,1401201911,9781401201910,2003,Superman: Red Son,eng,4.17
2679,Julia Glass,Three Junes,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3483,38,385721420,9780385721420,2002,Three Junes,eng,3.56
2680,"Benjamin Franklin, Lewis Leary",The Autobiography of Benjamin Franklin,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3129,834,743255062,9780743255070,1791,,eng,3.83
2681,Timothy J. Keller,The Reason for God: Belief in an Age of Skepticism,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,702,39,525950494,9780525950490,2007,The Reason for God: Belief in an Age of Skepticism,eng,4.2
2682,Mark  Lawrence,"King of Thorns (The Broken Empire, #2)",https://images.gr-assets.com/books/1322539112m/12891107.jpg,https://images.gr-assets.com/books/1322539112s/12891107.jpg,1499,28,1937007472,9781937007480,2012,King of Thorns,en-US,4.2
2683,Jeffrey Archer,"The Sins of the Father (The Clifton Chronicles, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2135,54,1250000971,9781250000970,2012,The Sins of the Father,eng,4.01
2684,Meg Cabot,"Shadowland (The Mediator, #1)",https://images.gr-assets.com/books/1327886166m/187811.jpg,https://images.gr-assets.com/books/1327886166s/187811.jpg,1216,58,60725117,9780060725110,2000,Shadowland,eng,4.04
2685,Sara Shepard,"Killer (Pretty Little Liars, #6)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2311,38,61566128,9780061566130,2009,Killer,eng,4.07
2686,"W. Chan Kim, Renée Mauborgne",Blue Ocean Strategy: How To Create Uncontested Market Space And Make The Competition Irrelevant,https://images.gr-assets.com/books/1416445924m/4898.jpg,https://images.gr-assets.com/books/1416445924s/4898.jpg,1972,60,1591396190,9781591396190,2004,Blue Ocean Strategy: How to Create Uncontested Market Space and Make Competition Irrelevant,,3.86
2687,James Patterson,"Fang (Maximum Ride, #6)",https://images.gr-assets.com/books/1344269411m/6431790.jpg,https://images.gr-assets.com/books/1344269411s/6431790.jpg,3282,40,316036196,9780316036190,2010,Fang,eng,4.07
2688,Sarah Addison Allen,The Peach Keeper,https://images.gr-assets.com/books/1320549305m/8546358.jpg,https://images.gr-assets.com/books/1320549305s/8546358.jpg,1353,34,553807226,9780553807230,2011,The Peach Keeper,en-US,3.84
2689,"Audrey Wood, Don    Wood",The Napping House,https://images.gr-assets.com/books/1410229873m/815234.jpg,https://images.gr-assets.com/books/1410229873s/815234.jpg,1399,36,152026320,9780152026320,1984,The Napping House,,4.27
2690,Matthew FitzSimmons,"The Short Drop (Gibson Vaughn, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,477,15,4070464119,9961809159132,2015,,eng,4.15
2691,Christopher Moore,"You Suck (A Love Story, #2)",https://images.gr-assets.com/books/1331323414m/33453.jpg,https://images.gr-assets.com/books/1331323414s/33453.jpg,1382,37,60590297,9780060590290,2007,You Suck,eng,3.82
2692,Jamie McGuire,"Beautiful Oblivion (The Maddox Brothers, #1)",https://images.gr-assets.com/books/1398284779m/18104607.jpg,https://images.gr-assets.com/books/1398284779s/18104607.jpg,2123,41,9125567217,9991100668815,2014,Beautiful Oblivion,eng,4.13
2693,Vernor Vinge,"A Fire Upon the Deep (Zones of Thought, #1)",https://images.gr-assets.com/books/1333915005m/77711.jpg,https://images.gr-assets.com/books/1333915005s/77711.jpg,3111,67,812515285,9780812515280,1992,A Fire Upon The Deep,eng,4.13
2694,Eckhart Tolle,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,297,17,1577311957,9781577311960,1999,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from The Power of Now",,4.25
2695,Caroline B. Cooney,"The Face on the Milk Carton (Janie Johnson, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2146,36,038532328X,9780385323280,1990,The Face on the Milk Carton,en-US,3.72
2696,Robert Lopshire,Put Me in the Zoo,https://images.gr-assets.com/books/1327947254m/413158.jpg,https://images.gr-assets.com/books/1327947254s/413158.jpg,401,17,067984483X,9780679844840,1960,Put Me in the Zoo,eng,4.13
2697,Sophie Jordan,"Firelight (Firelight, #1)",https://images.gr-assets.com/books/1269737893m/6448470.jpg,https://images.gr-assets.com/books/1269737893s/6448470.jpg,3943,51,61935085,9780061935080,2010,"Firelight (Firelight, #1)",en-US,3.88
2698,"Italo Calvino, William Weaver",Invisible Cities,https://images.gr-assets.com/books/1468623303m/9809.jpg,https://images.gr-assets.com/books/1468623303s/9809.jpg,1820,125,156453800,9780156453810,1972,Le città invisibili,eng,4.19
2699,Jessica Park,"Flat-Out Love (Flat-Out Love, #1)",https://images.gr-assets.com/books/1333821470m/11096647.jpg,https://images.gr-assets.com/books/1333821470s/11096647.jpg,211,27,5476892472,9881913802725,2011,Flat-Out Love,eng,4.01
2700,Richard Flanagan,The Narrow Road to the Deep North,https://images.gr-assets.com/books/1374734363m/17905709.jpg,https://images.gr-assets.com/books/1374734363s/17905709.jpg,3267,63,1741666708,9781741666700,2013,The Narrow Road to the Deep North,eng,4
2701,"A.N. Roquelaure, Anne Rice","The Claiming of Sleeping Beauty (Sleeping Beauty, #1)",https://images.gr-assets.com/books/1340735794m/26582.jpg,https://images.gr-assets.com/books/1340735794s/26582.jpg,2188,51,452281423,9780452281420,1983,The Claiming of Sleeping Beauty,en-US,3.28
2702,Jennifer Worth,"The Midwife: A Memoir of Birth, Joy, and Hard Times",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2870,4,143116231,9780143116230,2002,Call the midwife : a true story of the East End in the 1950s,en-US,4.17
2703,Hunter S. Thompson,Hell's Angels: A Strange and Terrible Saga,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3575,42,222109073X,9782221090730,1966,Hell's Angels,fre,4
2704,Jennifer Weiner,Then Came You,https://images.gr-assets.com/books/1308787263m/9758764.jpg,https://images.gr-assets.com/books/1308787263s/9758764.jpg,3901,27,1451617720,9781451617730,2010,Then Came You,en-US,3.69
2705,L.J. Smith,"The Awakening (The Vampire Diaries, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1031,86,61020001,9780061020000,1991,The Awakening,eng,3.41
2706,Susan Elizabeth Phillips,"It Had to Be You (Chicago Stars, #1)",https://images.gr-assets.com/books/1297088239m/73070.jpg,https://images.gr-assets.com/books/1297088239s/73070.jpg,1457,47,380776839,9780380776830,1994,It Had to Be You,eng,4.04
2707,Michael   Lewis,Boomerang: Travels in the New Third World,https://images.gr-assets.com/books/1345046879m/13707738.jpg,https://images.gr-assets.com/books/1345046879s/13707738.jpg,1950,45,393343448,9780393343440,2011,Boomerang: Travels in the New Third World,eng,3.87
2708,Jennifer Weiner,Fly Away Home,https://images.gr-assets.com/books/1267210300m/7227174.jpg,https://images.gr-assets.com/books/1267210300s/7227174.jpg,1470,31,743294270,9780743294270,2010,Fly Away Home,eng,3.66
2709,"Stendhal, Roger Gard",The Red and the Black,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2116,685,140447644,9780140447640,1830,Le Rouge et le Noir,eng,3.87
2710,Philippa Gregory,"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)",https://images.gr-assets.com/books/1441424964m/16183.jpg,https://images.gr-assets.com/books/1441424964s/16183.jpg,978,51,743269268,9780743269260,2004,The Virgin's Lover,en-US,3.69
2711,Catherine Fisher,"Incarceron (Incarceron, #1)",https://images.gr-assets.com/books/1327414514m/332775.jpg,https://images.gr-assets.com/books/1327414514s/332775.jpg,3499,49,340893605,9780340893610,2007,Incarceron,eng,3.64
2712,C.C. Hunter,"Awake at Dawn (Shadow Falls, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,400,20,312624689,9780312624680,2011,Awake at Dawn,en-US,4.29
2713,Bev Vincent,The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,https://images.gr-assets.com/books/1309204235m/452157.jpg,https://images.gr-assets.com/books/1309204235s/452157.jpg,2450,10,451213041,9780451213040,2004,The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,,4.29
2714,Josephine Angelini,"Starcrossed (Starcrossed, #1)",https://images.gr-assets.com/books/1358266716m/9462795.jpg,https://images.gr-assets.com/books/1358266716s/9462795.jpg,3174,47,62011995,9780062011990,2011,Starcrossed,en-US,4.08
2715,Alyson Noel,"Night Star (The Immortals, #5)",https://images.gr-assets.com/books/1362336383m/7739934.jpg,https://images.gr-assets.com/books/1362336383s/7739934.jpg,970,55,312590989,9780312590990,2010,Night Star,eng,3.82
2716,N.H. Kleinbaum,Dead Poets Society,https://images.gr-assets.com/books/1359814692m/67238.jpg,https://images.gr-assets.com/books/1359814692s/67238.jpg,1102,46,553282980,9780553282990,1988,Dead Poets Society,eng,4.21
2717,Emily Bleeker,Wreckage,https://images.gr-assets.com/books/1422826024m/23745132.jpg,https://images.gr-assets.com/books/1422826024s/23745132.jpg,3826,1,2874691314,9876644900829,2015,,en-GB,3.66
2718,Terry Pratchett,"The Fifth Elephant (Discworld, #24; City Watch, #5)",https://images.gr-assets.com/books/1327961702m/63720.jpg,https://images.gr-assets.com/books/1327961702s/63720.jpg,1066,61,552154229,9780552154220,1999,The Fifth Elephant,eng,4.24
2719,John Flanagan,"The Sorcerer in the North (Ranger's Apprentice, #5)",https://images.gr-assets.com/books/1327918728m/1524173.jpg,https://images.gr-assets.com/books/1327918728s/1524173.jpg,1195,54,1741661285,9781741661290,2006,The Sorcerer in the North,eng,4.25
2720,Paramahansa Yogananda,Autobiography of a Yogi,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3889,210,876120834,9780876120840,1946,Autobiography of a Yogi,en-US,4.22
2721,Kevin Hearne,"Hexed (The Iron Druid Chronicles, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1955,29,345522494,9780345522500,2011,"Hexed (Iron Druid Chronicles, #2)",eng,4.22
2722,"Alvin Schwartz, Stephen Gammell","Scary Stories to Tell in the Dark (Scary Stories, #1)",https://images.gr-assets.com/books/1440189576m/1325218.jpg,https://images.gr-assets.com/books/1440189576s/1325218.jpg,1192,29,590431978,9780590431970,1981,Scary Stories to Tell in the Dark,eng,4.05
2723,Harlan Coben,Fool Me Once,https://images.gr-assets.com/books/1443190440m/26109394.jpg,https://images.gr-assets.com/books/1443190440s/26109394.jpg,2548,42,525955097,9780525955090,2016,Fool Me Once,eng,3.9
2724,John Hersey,Hiroshima,https://images.gr-assets.com/books/1499717742m/27323.jpg,https://images.gr-assets.com/books/1499717742s/27323.jpg,2322,102,679721037,9780679721030,1946,Hiroshima,eng,3.94
2725,Jennifer Brown,Hate List,https://images.gr-assets.com/books/1479653095m/6316171.jpg,https://images.gr-assets.com/books/1479653095s/6316171.jpg,58,33,316041440,9780316041450,2009,Hate List,eng,4.03
2726,Kasie West,The Distance Between Us,https://images.gr-assets.com/books/1358144875m/15283043.jpg,https://images.gr-assets.com/books/1358144875s/15283043.jpg,1252,21,62235656,9780062235660,2013,,eng,3.95
2727,Karen Armstrong,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1150,66,517223120,9780517223120,1975,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",eng,3.85
2728,James S.A. Corey,"Abaddon's Gate (The Expanse, #3)",https://images.gr-assets.com/books/1407572059m/16131032.jpg,https://images.gr-assets.com/books/1407572059s/16131032.jpg,3461,35,316129070,9780316129080,2013,Abaddon's Gate,eng,4.18
2729,"Pablo Neruda, W.S. Merwin, Cristina García",Twenty Love Poems and a Song of Despair,https://images.gr-assets.com/books/1447622711m/5932.jpg,https://images.gr-assets.com/books/1447622711s/5932.jpg,533,179,143039962,9780143039970,1924,Veinte poemas de amor y una canción desesperada,eng,4.33
2730,Tom Clancy,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)",https://images.gr-assets.com/books/1319381380m/382549.jpg,https://images.gr-assets.com/books/1319381380s/382549.jpg,951,76,425116840,9780425116840,1988,The Cardinal of the Kremlin,en-US,4.01
2731,David Shannon,"No, David!",https://images.gr-assets.com/books/1360058223m/1062516.jpg,https://images.gr-assets.com/books/1360058223s/1062516.jpg,1637,15,590930028,9780590930020,1998,"No, David!",en-US,4.11
2732,"Thomas More, Paul Turner",Utopia,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,79,810,140449108,9780140449100,1516,"Libellus vere aureus, nec minus salutaris quam festivus, de optimo rei publicae statu deque nova insula Utopia",eng,3.5
2733,"Pseudonymous Bosch, Gilbert Ford","The Name of This Book Is Secret (Secret, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,196,46,316113662,9780316113660,2007,The Name of This Book Is Secret,en-US,4.04
2734,Danielle  Paige,"Dorothy Must Die (Dorothy Must Die, #1)",https://images.gr-assets.com/books/1381437107m/18053060.jpg,https://images.gr-assets.com/books/1381437107s/18053060.jpg,1121,20,62280678,9780062280670,2014,Dorothy Must Die,eng,3.84
2735,Dean Koontz,The Husband,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1314,67,553804790,9780553804800,2006,The Husband,eng,3.8
2736,Aimee Bender,The Particular Sadness of Lemon Cake,https://images.gr-assets.com/books/1320541766m/7048800.jpg,https://images.gr-assets.com/books/1320541766s/7048800.jpg,3886,45,385501129,9780385501120,2010,The Particular Sadness of Lemon Cake,eng,3.19
2737,James Patterson,"The Big Bad Wolf  (Alex Cross, #9)",https://images.gr-assets.com/books/1388328154m/6588.jpg,https://images.gr-assets.com/books/1388328154s/6588.jpg,748,80,446610224,9780446610220,2003,The Big Bad Wolf,en-US,3.97
2738,"Dai Sijie, Ina Rilke",Balzac and the Little Chinese Seamstress,https://images.gr-assets.com/books/1403188885m/533465.jpg,https://images.gr-assets.com/books/1403188885s/533465.jpg,3281,45,385722206,9780385722210,2000,Balzac et la Petite Tailleuse chinoise,en-US,3.63
2739,Roxane Gay,Bad Feminist,https://images.gr-assets.com/books/1421292744m/18813642.jpg,https://images.gr-assets.com/books/1421292744s/18813642.jpg,3412,25,62282719,9780062282710,2014,Bad Feminist,eng,3.91
2740,V.C. Andrews,"Petals on the Wind (Dollanganger, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2291,79,671729470,9780671729480,1980,Petals on the Wind,en-US,3.82
2741,"Roald Dahl, Quentin Blake",Danny the Champion of the World,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1695,125,375814256,9780375814260,1975,Danny: The Champion of the World,,4.07
2742,Amy Chua,Battle Hymn of the Tiger Mother,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2079,49,1594202842,9781594202840,2011,,eng,3.61
2743,Noelle Stevenson,Nimona,https://images.gr-assets.com/books/1412626919m/19351043.jpg,https://images.gr-assets.com/books/1412626919s/19351043.jpg,3687,22,1218971457,9844242357690,2015,Nimona,eng,4.2
2744,Giada De Laurentiis,Everyday Italian: 125 Simple and Delicious Recipes,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3988,4,1400052580,9781400052580,2005,Everyday Italian: 125 Simple and Delicious Recipes,,3.97
2745,Patricia Cornwell,"From Potter's Field (Kay Scarpetta, #6)",https://images.gr-assets.com/books/1309209800m/6537.jpg,https://images.gr-assets.com/books/1309209800s/6537.jpg,2446,108,425204693,9780425204700,1995,From Potter's Field,eng,4.02
2746,James Patterson,"Mary, Mary (Alex Cross, #11)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,632,85,446619035,9780446619040,2005,"Mary, Mary",eng,3.93
2747,Jeanette Winterson,Oranges Are Not the Only Fruit,https://images.gr-assets.com/books/1267717580m/15055.jpg,https://images.gr-assets.com/books/1267717580s/15055.jpg,3506,66,2832402438,9734772564216,1985,Oranges Are Not the Only Fruit,eng,3.75
2748,R.K. Lilley,"Grounded (Up in the Air, #3)",https://images.gr-assets.com/books/1358701028m/16139641.jpg,https://images.gr-assets.com/books/1358701028s/16139641.jpg,1525,8,5502744963,9771779709747,2013,Grounded (Up In The Air #3),en-GB,4.29
2749,Ravinder Singh,I Too Had a Love Story,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2063,10,8188575704,9788188575700,2007,I Too Had A Love Story,eng,3.64
2750,"Betty MacDonald, Alexandra Boiger","Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3970,31,64401480,9780064401490,1947,Mrs. Piggle-Wiggle,eng,4.16
2751,Michael Connelly,"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1206,99,312941919,9780312941920,1997,Trunk Music,eng,4.15
2752,Dan   Harris,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",https://images.gr-assets.com/books/1451446393m/18505796.jpg,https://images.gr-assets.com/books/1451446393s/18505796.jpg,1759,29,62265423,9780062265420,2014,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",eng,3.93
2753,"Ina Garten, Quentin Bacon",Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,https://images.gr-assets.com/books/1320557161m/120230.jpg,https://images.gr-assets.com/books/1320557161s/120230.jpg,3393,4,1400054346,9781400054340,2006,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,,4.16
2754,Michael Connelly,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3405,105,446690449,9780446690450,1998,Blood Work,eng,4.11
2755,Isaac Asimov,The Gods Themselves,https://images.gr-assets.com/books/1351076141m/41821.jpg,https://images.gr-assets.com/books/1351076141s/41821.jpg,907,100,1857989341,9781857989340,1972,The Gods Themselves,eng,4.08
2756,Peter Lerangis,"The Viper's Nest (39 Clues, #7)",https://images.gr-assets.com/books/1357211053m/6393047.jpg,https://images.gr-assets.com/books/1357211053s/6393047.jpg,1445,25,545060478,9780545060480,2010,,eng,3.97
2757,Sena Jeter Naslund,"Ahab's Wife, or The Star-Gazer",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,179,29,60838744,9780060838740,1999,,en-US,4.02
2758,"CLAMP, Anthony Gerard","Tsubasa: RESERVoir CHRoNiCLE, Vol. 01",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,680,15,345470575,9780345470580,2004,ツバサ-RESERVoir CHRoNiCLE- 1,eng,4.12
2759,Darren Shan,"A Living Nightmare (Cirque Du Freak, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2560,86,316905712,9780316905720,2000,"Cirque Du Freak (Cirque du Freak, #1) ",,4.07
2760,"Alan Moore, Kevin O'Neill","The League of Extraordinary Gentlemen, Vol. 1",https://images.gr-assets.com/books/1327894724m/297627.jpg,https://images.gr-assets.com/books/1327894724s/297627.jpg,1521,36,1563898586,9781563898590,2000,"The League of Extraordinary Gentlemen, Vol. I",eng,3.93
2761,M.T. Anderson,Feed,https://images.gr-assets.com/books/1327891005m/169756.jpg,https://images.gr-assets.com/books/1327891005s/169756.jpg,1556,32,763622591,9780763622600,2002,Feed,eng,3.54
2762,Nalini Singh,"Angels' Blood (Guild Hunter, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,824,38,425226921,9780425226930,2009,,eng,4.12
2763,"Euripides, Rex Warner",Medea,https://images.gr-assets.com/books/1328868366m/752900.jpg,https://images.gr-assets.com/books/1328868366s/752900.jpg,2921,304,486275485,9780486275480,-431,Mήδεια,en-GB,3.83
2764,Cinda Williams Chima,"The Demon King (Seven Realms, #1)",https://images.gr-assets.com/books/1379482652m/6342491.jpg,https://images.gr-assets.com/books/1379482652s/6342491.jpg,2718,28,1423118235,9781423118240,2009,The Demon King,en-US,4.2
2765,Hannah Hurnard,Hinds' Feet on High Places,https://images.gr-assets.com/books/1312284337m/821056.jpg,https://images.gr-assets.com/books/1312284337s/821056.jpg,3883,83,842314296,9780842314300,1955,Hinds' Feet on High Places,,4.3
2766,Charles Burns,Black Hole,https://images.gr-assets.com/books/1327895219m/38333.jpg,https://images.gr-assets.com/books/1327895219s/38333.jpg,2158,24,037542380X,9780375423800,1995,Black Hole,eng,3.83
2767,"Brian K. Vaughan, Fiona Staples","Saga, Vol. 3 (Saga, #3)",https://images.gr-assets.com/books/1486028973m/19358975.jpg,https://images.gr-assets.com/books/1486028973s/19358975.jpg,3447,22,1607069318,9781607069320,2014,"Saga, Volume Three",eng,4.56
2768,Lee Child,"Personal (Jack Reacher, #19)",https://images.gr-assets.com/books/1468705564m/20263040.jpg,https://images.gr-assets.com/books/1468705564s/20263040.jpg,3403,64,804178747,9780804178750,2014,Personal,eng,3.9
